"Indices","Stock Code","Yh Code","Company Name","Website","Description"
"AIM All Share","DDDD","DDDD.L","4D PHARMA PLC",https://www.4dpharmaplc.com/,"We understand that the bacteria of the gut microbiome have an important function in health and disease, but importantly – we understand how they function, and how they could be used as potential new therapies.  //  Developing science,delivering therapies
  //  We are pioneers in harnessing bacteria as a revolutionary new class of medicines – called live biotherapeutics.  //  "
"AIM All Share","DEMG","DEMG.L","DELTEX MEDICAL GROUP PLC",https://www.deltexmedical.com/,"The world leader in fluid management and cardiac output monitoring systems. A single platform, TrueVue™ on the ODM+, measuring flow and pressure directly.  //  TrueVue ODM+ is the world’s first fluid management and cardiac output monitoring system to measure both flow and pressure directly.  //  COVID-19 case presentation points to importance of understanding haemodynamic status  //  "
"AIM All Share","DIS","DIS.L","DISTIL PLC",https://www.distil.uk.com/,"Based in London, Distil plc is the owner of RedLeg Spiced Rum, Blackwood's 
Vintage Gin, Blackwood's Vodka, Blavod Original Black Vodka, Diva Vodka and 
Jago's Vanilla Cream Liqueur. The Company markets and sells its brands in a 
number of international markets including the UK, USA, Germany, Spain, 
Australia and Russia.  //  Based in London, Distil plc is the owner of&nbsp;RedLeg Spiced Rum,&nbsp;Blackwood's Vintage Gin, Blackwood's Vodka,&nbsp;Blavod Original Black Vodka,&nbsp;Diva Vodka and Jago's Vanilla Cream Liqueur.&nbsp;&nbsp;The Company markets and sells its brands in a number of international markets including the UK, USA, Germany, Spain, Australia&nbsp;and Russia.  //  The Company is listed on AIM and is pursuing a strategy to build an agile, low overhead business with a range of its own alcohol brands competing in attractive spirit categories globally.  //  "
"AIM All Share","DKL","DKL.L","DEKEL AGRI-VISION PLC",https://dekelagrivision.com/,"Our vision: Dekel Agri-Vision PLC (formerly Dekel Oil) aspires to become a leading agro-industrial company in West Africa, one that creates value for shareholders whilst at all times placing the interests of the local communities and environment in which it operates in at the heart of its operations.For latest video of our Cashew plant construction. Click HERE to view.Read Arden Partner&apos;s latest company research. Click HERE to view.You can listen to all our shareholder podcasts by going to our podcast page. Click HEREView our 2020 interim results presentation. Click HERE to viewInterim Results Shareholder Call October 2020. Click HERE to listen  //  A multi-disciplinary team of experts is focused on building Dekel into a leading West African focused multi-project, multi-commodity agro-industrial company. Including highly qualified agro-industrial specialists, the team has a proven track record of developing large-scale projects across Africa and elsewhere.  //  "
"AIM All Share","DNL","DNL.L","DIURNAL GROUP PLC",https://www.diurnal.co.uk/,""
"AIM All Share","DPP","DPP.L","DP POLAND PLC",https://dppoland.com/,""
"AIM All Share","DRV","DRV.L","DRIVER GROUP PLC",https://www.driver-group.com/,"Driver make the difference in delivering robust and dynamic commercial solutions for the engineering and construction industry with offices in the UK, Netherlands, France, Germany and around the world.  //  Click to view  //  Driver Group make the difference in delivering robust and dynamic commercial solutions. Worldwide expertise delivered locally. Over 450 qualified and experienced consultants available through your local office.  //  "
"AIM All Share","DUKE","DUKE.L","DUKE ROYALTY LIMITED ORDS NPV",https://www.dukeroyalty.com/,"Duke Royalty is the leading provider of royalty finance to companies in the UK and Europe.  //  We are long term partners to businesses: our capital enables business owners to grow their businesses without compromising control or ownership and removes refinancing risk.  //  "
"AIM All Share","DWHA","DWHA.L","DEWHURST PLC 'A'NON.VTG",https://in.tradingview.com/symbols/lse-dwha/technicals/,"TradingView India. View live DEWHURST PLC &#39;A&#39;NON.VTG ORD 10P chart to track its stock&#39;s price action. Find market predictions, DWHA financials and market news.  //  Crypto Market Cap, BTC/USD, ETH/USD, USDT/USD, XRP/USD, BitcoinCurrenciesEconomic CalendarForex ScreenerMajorMinorExoticAmericasEuropeAsiaPacificMiddle EastAfricaCross ratesHeat mapCurrency indicesUSD/INR, EUR/USD, GBP/USD, USD/JPY, USD/CNY, DXYStocksEarnings CalendarStock ScreenerLarge-capTop gainersTop losersMost activeMost volatileOverboughtOversoldAll-time highAll-time lowHigh-dividendSector & IndustryReliance, INDIABULLS HOUSING, YES BANK, STATE BK OF INDIA, HDFC BANK, TATA STEEL LTDIndicesMajor world indicesUS indicesS&P sectorsCurrency indicesNifty, BSE SENSEX, S&amp;P 500, Nasdaq Composite, FTSE 100, DAX IndexFuturesAgriculturalEnergyCurrenciesMetalsWorld indicesInterest ratesGold, Silver, Crude Oil, Brent Oil, Natural Gas, BitcoinBondsMajor 10YAmericasEuropeAsiaPacificMiddle EastAfricaUS 10Y, Euro Bund, Germany 10Y, Japan 10Y Yield, UK 10Y, India 10Y  //  USD/INR, EUR/USD, GBP/USD, USD/JPY, USD/CNY, DXYStocksEarnings CalendarStock ScreenerLarge-capTop gainersTop losersMost activeMost volatileOverboughtOversoldAll-time highAll-time lowHigh-dividendSector & IndustryReliance, INDIABULLS HOUSING, YES BANK, STATE BK OF INDIA, HDFC BANK, TATA STEEL LTDIndicesMajor world indicesUS indicesS&P sectorsCurrency indicesNifty, BSE SENSEX, S&amp;P 500, Nasdaq Composite, FTSE 100, DAX IndexFuturesAgriculturalEnergyCurrenciesMetalsWorld indicesInterest ratesGold, Silver, Crude Oil, Brent Oil, Natural Gas, BitcoinBondsMajor 10YAmericasEuropeAsiaPacificMiddle EastAfricaUS 10Y, Euro Bund, Germany 10Y, Japan 10Y Yield, UK 10Y, India 10Y  //  "
"AIM All Share","DX.","DXL","DX (GROUP) PLC",http://www.dxdelivery.com/,"DX provides proven next day delivery services for mail, parcels and 2-Man deliveries to both residential and business addresses.  //    //  Enter Your Tracking Number  //  "
"AIM All Share","EAAS","EAAS.L","EENERGY GROUP PLC",https://eenergyplc.com/,"Energy reduction and decarbonisation solutions without the need for capital investment  //    //  Energy reduction and decarbonisation solutions without the need for capital investment  //  "
"AIM All Share","EBQ","EBQ.L","EBIQUITY PLC",https://www.ebiquity.com/,"Ebiquity harness the power of data, analytics, and technology to improve marketing performance.  //  2021: Emerging perspectives in a post pandemic world  //  
                                        Read more about 2021: Emerging perspectives in a post pandemic world
                                  //  "
"AIM All Share","ECK","ECK.L","ECKOH PLC",https://www.eckoh.com/,""
"AIM All Share","ECSC","ECSC.L","ECSC GROUP PLC",https://www.ecsc.co.uk/,"ECSC improves organisations' information security with managed services, incident response, PCI DSS and ISO 27001 consultancy and testing.   //  Via our UK and Australia Security Operations Centres, we employ highly skilled cyber security analysts, supported by our AI technologies, to deliver effective cyber security detection, alerting and incident response.  //  Managed security services from ECSC are derived from extensive security consultancy experience, to bring you a complete solution matched precisely to your requirements.  //  "
"AIM All Share","EDL","EDL.L","EDENVILLE ENERGY PLC",https://edenville-energy.com/,"Edenville Energy PLC. Thermal Coal Developer in Tanzania. Developer of Tanzania’s Brownfield Rukwa Coalfields. Rukwa Coal to Power Project.  //  All enquiries concerning your shareholding should be directed to the Company's Registrar, Link Asset Services. During this challenging time, extra pressure is being put on telephone services. Therefore, to help those shareholders who need it the most, please can we encourage you to make use of the online Share Portal. To access your shareholding via the Share Portal please click here.  //  COAL TO POWER PROJECT  //  "
"AIM All Share","EEE","EEE.L","EMPIRE METALS LD",http://quote.eastmoney.com/unify/r/155.eee,"提供EMPIRE METALS LD ORD NPV (DI)(EEE)股票的行情走势、五档盘口、逐笔交易等实时行情数据，及EMPIRE METALS LD ORD NPV (DI)(EEE)的资讯、公司公告、研究报告、行业研报、F10资料、行业要闻、资金流分析、阶段涨幅、所属板块、财务指标、机构观点、行业排名、估值水平、股吧互动等与EMPIRE METALS LD ORD NPV (DI)(EEE)有关的信息和服务。  //  
                --
                
              //  
                --
                --
              //  "
"AIM All Share","ELCO","ELCO.L","ELECO PUBLIC LIMITED COMPANY",https://eleco.com/,"Financial results and investor information for Eleco plc (AIM:ELCO). Listed in 1939, Eleco is a leading provider of software with an HQ in London.  //  The Company’s change of name has now been registered at Companies House. Read more  //  Discover our customer facing business software products, support, training and consultancy. Learn more  //  "
